"Tweet Id","Tweet URL","Tweet Posted Time","Tweet Content","Tweet Type",Client,"Retweets received","Likes received","User Id",Name,Username,"Verified or Non-Verified","Profile URL","Protected or Not Protected"
"""1214628211235049472""",https://twitter.com/katyperry/status/1214628211235049472,"2020-01-07 19:21:46","""Fruit by the foot 🥭🍑🍊 @vogueindia Jan 2020

Story link in bio https://t.co/VylshJupxX""",Tweet,Instagram,477,3669,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1214626976528515072""",https://twitter.com/katyperry/status/1214626976528515072,"2020-01-07 19:16:52","""The Gateway of India - a jewel in the crown 👑 🇮🇳 @vogueindia Jan 2020

Story link in bio https://t.co/gHF3u31RIk""",Tweet,Instagram,509,3976,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1214625664923578368""",https://twitter.com/katyperry/status/1214625664923578368,"2020-01-07 19:11:39","""Putting the con in confidence since 1984 💁🏼‍♀ @vogueindia Jan 2020

Story link in bio https://t.co/IVuGrSPY5a""",Tweet,Instagram,534,3886,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1214624240772603904""",https://twitter.com/katyperry/status/1214624240772603904,"2020-01-07 19:06:00","""Always opening up to the light ✨ @vogueindia Jan 2020

Story link in bio https://t.co/L3wLX9G5p3""",Tweet,Instagram,635,4623,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1214451433652621312""",https://twitter.com/katyperry/status/1214451433652621312,"2020-01-07 07:39:19","""gratitude is the attitude""",Tweet,"Twitter for iPhone",16714,67002,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1212636134259470336""",https://twitter.com/katyperry/status/1212636134259470336,"2020-01-02 07:25:58","""There are two ways of spreading light: to be the candle or the mirror(ball) that reflects it @vogueindia Jan 2020 https://t.co/RGj0dCwheF""",Tweet,Instagram,695,5293,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1212635099143036928""",https://twitter.com/katyperry/status/1212635099143036928,"2020-01-02 07:21:51","""You screamt I screamt 🍨 @vogueindia Jan 2020 https://t.co/HfbtPCQcgR""",Tweet,Instagram,597,4563,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1212634166493360128""",https://twitter.com/katyperry/status/1212634166493360128,"2020-01-02 07:18:09","""The Marigold Effect 🧡 @vogueindia Jan 2020 https://t.co/K6FQfgFzBh""",Tweet,Instagram,536,3839,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1212633150762967040""",https://twitter.com/katyperry/status/1212633150762967040,"2020-01-02 07:14:07","""Grateful to be part of the Vogue Values cover for @vogueindia this Jan. For this shoot I got to wear many Indian designers that either upcycle or use recycled materials to make their designs. There are SO many… https://t.co/jrQfhtR48Q""",Tweet,Instagram,752,5767,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1212268323691532289""",https://twitter.com/katyperry/status/1212268323691532289,"2020-01-01 07:04:25","""when you’re in bed before midnight is when you know you’re starting the new year right #2020 @ EDC Orlando 2020 https://t.co/X4WvQSZFdB""",Tweet,Instagram,921,10329,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
"""1212140844687380480""",https://twitter.com/katyperry/status/1212140844687380480,"2019-12-31 22:37:52","""Step into the new year with style 💫 Cheers to a wonderful 2020 (and The Frann) 🥂💛 #ShoesdayTuesday @kpcollections https://t.co/fHZuQzv4uD""",Tweet,"Twitter for iPhone",632,6713,"""21447363""","""KATY PERRY""",katyperry,Verified,https://twitter.com/katyperry,"Not Protected"
